ibge7,municipio,uf,estabelecimentos_total,estabelecimentos_agricultura_familiar
2918506,Jussara,BA,1765,1402
2918555,Jussari,BA,194,108
2918605,Jussiape,BA,809,739
2918704,Lafaiete Coutinho,BA,562,376
2918753,Lagoa Real,BA,2307,1853
2918803,Laje,BA,3942,2978
2918902,Lajedão,BA,242,183
2919009,Lajedinho,BA,499,371
2919058,Lajedo do Tabocal,BA,915,799
2919108,Lamarão,BA,1619,1131
2919157,Lapão,BA,2432,1761
2919207,Lauro de Freitas,BA,30,17
2919306,Lençóis,BA,497,277
2919405,Licínio de Almeida,BA,1458,910
2919504,Livramento de Nossa Senhora,BA,4636,4069
2919553,Luís Eduardo Magalhães,BA,429,180
2919603,Macajuba,BA,873,713
2919702,Macarani,BA,344,167
2919801,Macaúbas,BA,7189,5799
2919900,Macururé,BA,996,796
2919959,Maetinga,BA,953,816
2920007,Maiquinique,BA,385,250
2920106,Mairi,BA,2316,1766
2920205,Malhada,BA,1966,1530
2920304,Malhada de Pedras,BA,1662,1072
2920403,Manoel Vitorino,BA,1703,1383
2920452,Mansidão,BA,1237,1038
2920502,Maracás,BA,1465,990
2920601,Maragogipe,BA,4044,3387
2920700,Maraú,BA,2212,1670
2920809,Marcionílio Souza,BA,804,617
2920908,Mascote,BA,567,379
2921005,Mata de São João,BA,515,375
2921054,Matina,BA,1361,1249
2921104,Medeiros Neto,BA,746,485
2921203,Miguel Calmon,BA,2074,1371
2921302,Milagres,BA,267,201
2921401,Mirangaba,BA,1777,1643
2921450,Mirante,BA,1577,1240
2921500,Monte Santo,BA,6488,5548
2921609,Morpará,BA,828,613
2921708,Morro do Chapéu,BA,2471,2091
2921807,Mortugaba,BA,1887,1369
2921906,Mucugê,BA,814,638
2922003,Mucuri,BA,987,752
2922052,Mulungu do Morro,BA,3116,2039
2922102,Mundo Novo,BA,1710,1118
2922201,Muniz Ferreira,BA,1025,675
2922250,Muquém do São Francisco,BA,1488,1162
2922300,Muritiba,BA,1934,1415
2922409,Mutuípe,BA,3782,3279
2922508,Nazaré,BA,957,715
2922607,Nilo Peçanha,BA,1660,1368
2922656,Nordestina,BA,1107,931
2922706,Nova Canaã,BA,2136,1615
2922730,Nova Fátima,BA,1124,901
2922755,Nova Ibiá,BA,873,646
2922805,Nova Itarana,BA,647,419
2922854,Nova Redenção,BA,1069,857
2922904,Nova Soure,BA,3537,2728
2923001,Nova Viçosa,BA,552,446
2923035,Novo Horizonte,BA,878,725
2923050,Novo Triunfo,BA,1195,868
2923100,Olindina,BA,2038,1575
2923209,Oliveira dos Brejinhos,BA,2854,2397
2923308,Ouriçangas,BA,1048,925
2923357,Ourolândia,BA,1279,1032
2923407,Palmas de Monte Alto,BA,3214,2516
2923506,Palmeiras,BA,462,377
2923605,Paramirim,BA,2991,2206
2923704,Paratinga,BA,3621,3125
2923803,Paripiranga,BA,5088,3882
2923902,Pau Brasil,BA,1039,950
2924009,Paulo Afonso,BA,1797,1454
2924058,Pé de Serra,BA,1677,1384
2924108,Pedrão,BA,656,613
2924207,Pedro Alexandre,BA,1788,1141
2924306,Piatã,BA,1991,1572
2924405,Pilão Arcado,BA,5178,4860
2924504,Pindaí,BA,2512,2052
2924603,Pindobaçu,BA,986,650
2924652,Pintadas,BA,1483,1159
2924678,Piraí do Norte,BA,2360,1018
2924702,Piripá,BA,1031,804
2924801,Piritiba,BA,1582,1020
2924900,Planaltino,BA,961,844
2925006,Planalto,BA,1571,1224
2925105,Poções,BA,2496,1902
2925204,Pojuca,BA,379,293
2925253,Ponto Novo,BA,1431,1232
2925303,Porto Seguro,BA,1538,1040
2925402,Potiraguá,BA,299,108
2925501,Prado,BA,1165,887
2925600,Presidente Dutra,BA,2292,1684
2925709,Presidente Jânio Quadros,BA,2104,1937
2925758,Presidente Tancredo Neves,BA,4412,3433
2925808,Queimadas,BA,2311,1613
2925907,Quijingue,BA,4268,3557
2925931,Quixabeira,BA,980,801
2925956,Rafael Jambeiro,BA,3085,2176
2926004,Remanso,BA,3713,3217
2926103,Retirolândia,BA,1310,945
2926202,Riachão das Neves,BA,1628,1215
2926301,Riachão do Jacuípe,BA,2509,1780
2926400,Riacho de Santana,BA,3864,3160
2926509,Ribeira do Amparo,BA,2769,2373
2926608,Ribeira do Pombal,BA,5010,4128
2926657,Ribeirão do Largo,BA,1598,1213
2926707,Rio de Contas,BA,1358,1016
2926806,Rio do Antônio,BA,2454,2060
2926905,Rio do Pires,BA,1406,1126
2927002,Rio Real,BA,3434,2069
2927101,Rodelas,BA,997,789
2927200,Ruy Barbosa,BA,1775,1320
2927309,Salinas da Margarida,BA,87,47
2927408,Salvador,BA,50,33
2927507,Santa Bárbara,BA,1411,1109
2927606,Santa Brígida,BA,2136,1775
2927705,Santa Cruz Cabrália,BA,884,567
2927804,Santa Cruz da Vitória,BA,215,159
2927903,Santa Inês,BA,145,116
2928000,Santaluz,BA,2589,1943
2928059,Santa Luzia,BA,1176,843
2928109,Santa Maria da Vitória,BA,2719,2205
2928208,Santana,BA,2287,1897
2928307,Santanópolis,BA,1323,1077
2928406,Santa Rita de Cássia,BA,2368,1927
2928505,Santa Terezinha,BA,616,531
2928604,Santo Amaro,BA,2963,2604
2928703,Santo Antônio de Jesus,BA,2715,1996
2928802,Santo Estêvão,BA,4973,3769
2928901,São Desidério,BA,2305,1721
2928950,São Domingos,BA,842,639
2929008,São Félix,BA,987,868
2929057,São Félix do Coribe,BA,982,809
2929107,São Felipe,BA,2143,1783
2929206,São Francisco do Conde,BA,370,276
2929255,São Gabriel,BA,2038,1454
2929305,São Gonçalo dos Campos,BA,2279,1411
2929354,São José da Vitória,BA,249,185
2929370,São José do Jacuípe,BA,826,642
2929404,São Miguel das Matas,BA,1981,1538
2929503,São Sebastião do Passé,BA,1166,860
2929602,Sapeaçu,BA,1760,1386
2929701,Sátiro Dias,BA,2325,1844
2929750,Saubara,BA,94,69
2929800,Saúde,BA,870,710
2929909,Seabra,BA,3253,2721
2930006,Sebastião Laranjeiras,BA,1404,994
2930105,Senhor do Bonfim,BA,1487,1195
2930154,Serra do Ramalho,BA,2927,2517
2930204,Sento Sé,BA,2248,2111
2930303,Serra Dourada,BA,2141,1783
2930402,Serra Preta,BA,1760,1250
2930501,Serrinha,BA,5841,3867
2930600,Serrolândia,BA,1080,767
2930709,Simões Filho,BA,355,230
2930758,Sítio do Mato,BA,1370,1264
2930766,Sítio do Quinto,BA,2839,2510
2930774,Sobradinho,BA,561,351
2930808,Souto Soares,BA,2458,1920
2930907,Tabocas do Brejo Velho,BA,1701,1275
2931004,Tanhaçu,BA,2737,2067
2931053,Tanque Novo,BA,2612,2267
2931103,Tanquinho,BA,568,414
2931202,Taperoá,BA,1678,1489
2931301,Tapiramutá,BA,806,582
2931350,Teixeira de Freitas,BA,967,638
2931400,Teodoro Sampaio,BA,192,133
2931509,Teofilândia,BA,1961,1347
2931608,Teolândia,BA,1931,1658
2931707,Terra Nova,BA,154,118
2931806,Tremedal,BA,2542,2219
2931905,Tucano,BA,5007,4315
2932002,Uauá,BA,3215,2917
2932101,Ubaíra,BA,3045,2623
2932200,Ubaitaba,BA,272,211
2932309,Ubatã,BA,607,425
2932408,Uibaí,BA,1837,1288
2932457,Umburanas,BA,1367,907
2932507,Una,BA,1870,1473
2932606,Urandi,BA,2076,1771
2932705,Uruçuca,BA,1376,1114
2932804,Utinga,BA,1049,871
2932903,Valença,BA,5866,4881
2933000,Valente,BA,1511,1191
2933059,Várzea da Roça,BA,2272,2028
2933109,Várzea do Poço,BA,586,471
2933158,Várzea Nova,BA,1542,1395
2933174,Varzedo,BA,1354,1163
2933208,Vera Cruz,BA,231,155
2933257,Vereda,BA,284,194
2933307,Vitória da Conquista,BA,6548,4681
2933406,Wagner,BA,724,554
2933455,Wanderley,BA,1660,1053
2933505,Wenceslau Guimarães,BA,3446,2883
2933604,Xique-Xique,BA,2453,2176
3100104,Abadia dos Dourados,MG,1070,885
3100203,Abaeté,MG,983,526
3100302,Abre Campo,MG,1640,1418
3100401,Acaiaca,MG,290,185
3100500,Açucena,MG,765,612
3100609,Água Boa,MG,1739,1116
3100708,Água Comprida,MG,105,40
3100807,Aguanil,MG,326,220
3100906,Águas Formosas,MG,1515,1317
3101003,Águas Vermelhas,MG,614,453
3101102,Aimorés,MG,1399,1010
3101201,Aiuruoca,MG,554,356
3101300,Alagoa,MG,306,286
3101409,Albertina,MG,206,153
3101508,Além Paraíba,MG,366,169
3101607,Alfenas,MG,972,607
3101631,Alfredo Vasconcelos,MG,377,311
3101706,Almenara,MG,1643,1112
3101805,Alpercata,MG,192,129
3101904,Alpinópolis,MG,1132,852
3102001,Alterosa,MG,1384,1140
3102050,Alto Caparaó,MG,376,264
3102100,Alto Rio Doce,MG,1472,1379
3102209,Alvarenga,MG,468,407
3102308,Alvinópolis,MG,777,616
3102407,Alvorada de Minas,MG,201,101
3102506,Amparo do Serra,MG,462,375
3102605,Andradas,MG,1719,1489
3102704,Cachoeira de Pajeú,MG,754,552
3102803,Andrelândia,MG,612,454
3102852,Angelândia,MG,789,514
3102902,Antônio Carlos,MG,444,286
3103009,Antônio Dias,MG,548,343
3103108,Antônio Prado de Minas,MG,215,188
3103207,Araçaí,MG,101,28
3103306,Aracitaba,MG,140,107
3103405,Araçuaí,MG,2589,2154
3103504,Araguari,MG,2124,1300
3103603,Arantina,MG,121,90
3103702,Araponga,MG,1438,1281
3103751,Araporã,MG,106,55
3103801,Arapuá,MG,408,282
3103900,Araújos,MG,361,282
3104007,Araxá,MG,470,236
3104106,Arceburgo,MG,201,123
3104205,Arcos,MG,942,774
3104304,Areado,MG,770,562
3104403,Argirita,MG,310,171
3104452,Aricanduva,MG,825,583
3104502,Arinos,MG,1803,1232
3104601,Astolfo Dutra,MG,468,416
3104700,Ataléia,MG,1540,1045
3104809,Augusto de Lima,MG,258,144
3104908,Baependi,MG,768,653
3105004,Baldim,MG,354,201
3105103,Bambuí,MG,1525,1004
3105202,Bandeira,MG,478,420
3105301,Bandeira do Sul,MG,160,86
3105400,Barão de Cocais,MG,263,195
3105509,Barão do Monte Alto,MG,335,232
3105608,Barbacena,MG,1449,1179
3105707,Barra Longa,MG,498,339
3105905,Barroso,MG,136,114
3106002,Bela Vista de Minas,MG,50,30
3106101,Belmiro Braga,MG,206,58
3106200,Belo Horizonte,MG,48,32
3106309,Belo Oriente,MG,481,338
3106408,Belo Vale,MG,711,468
3106507,Berilo,MG,1489,1275
3106606,Bertópolis,MG,375,304
3106655,Berizal,MG,266,202
3106705,Betim,MG,233,147
3106804,Bias Fortes,MG,417,290
3106903,Bicas,MG,124,43
3107000,Biquinhas,MG,484,305
3107109,Boa Esperança,MG,1512,983
3107208,Bocaina de Minas,MG,389,286
3107307,Bocaiúva,MG,2551,2070
3107406,Bom Despacho,MG,1121,717
3107505,Bom Jardim de Minas,MG,242,180
3107604,Bom Jesus da Penha,MG,464,369
3107703,Bom Jesus do Amparo,MG,287,139
3107802,Bom Jesus do Galho,MG,1139,950
3107901,Bom Repouso,MG,1521,1465
3108008,Bom Sucesso,MG,532,358
3108107,Bonfim,MG,559,482
3108206,Bonfinópolis de Minas,MG,714,484
3108255,Bonito de Minas,MG,1276,1051
3108305,Borda da Mata,MG,910,710
3108404,Botelhos,MG,899,656
3108503,Botumirim,MG,817,615
3108552,Brasilândia de Minas,MG,537,363
3108602,Brasília de Minas,MG,2463,1992
3108701,Brás Pires,MG,262,228
3108800,Braúnas,MG,535,411
3108909,Brazópolis,MG,785,666
3109006,Brumadinho,MG,443,238
3109105,Bueno Brandão,MG,1679,1541
3109204,Buenópolis,MG,338,211
3109253,Bugre,MG,189,165
3109303,Buritis,MG,1758,1266
3109402,Buritizeiro,MG,759,505
3109451,Cabeceira Grande,MG,342,268
3109501,Cabo Verde,MG,1250,909
3109600,Cachoeira da Prata,MG,35,16
3109709,Cachoeira de Minas,MG,1148,887
3109808,Cachoeira Dourada,MG,76,37
3109907,Caetanópolis,MG,181,97
3110004,Caeté,MG,784,369
3110103,Caiana,MG,555,304
3110202,Cajuri,MG,434,246
3110301,Caldas,MG,1643,1387
3110400,Camacho,MG,362,339
3110509,Camanducaia,MG,1041,761
3110608,Cambuí,MG,997,702
3110707,Cambuquira,MG,454,287
3110806,Campanário,MG,168,73
3110905,Campanha,MG,875,608
3111002,Campestre,MG,2076,1764
3111101,Campina Verde,MG,2211,1218
3111150,Campo Azul,MG,447,358
3111200,Campo Belo,MG,782,580
3111309,Campo do Meio,MG,884,685
3111408,Campo Florido,MG,561,344
3111507,Campos Altos,MG,411,237
3111606,Campos Gerais,MG,3009,2116
3111705,Canaã,MG,666,560
3111804,Canápolis,MG,298,148
3111903,Cana Verde,MG,387,335
3112000,Candeias,MG,1303,879
3112059,Cantagalo,MG,222,134
3112109,Caparaó,MG,562,420
3112208,Capela Nova,MG,437,396
3112307,Capelinha,MG,2078,1407
3112406,Capetinga,MG,375,233
3112505,Capim Branco,MG,76,21
3112604,Capinópolis,MG,328,180
3112653,Capitão Andrade,MG,299,197
3112703,Capitão Enéas,MG,486,296
3112802,Capitólio,MG,597,454
3112901,Caputira,MG,759,575
3113008,Caraí,MG,2310,1799
3113107,Caranaíba,MG,222,182
3113206,Carandaí,MG,695,524
3113305,Carangola,MG,1297,953
3113404,Caratinga,MG,2667,2005
3113503,Carbonita,MG,667,481
3113602,Careaçu,MG,382,250
3113701,Carlos Chagas,MG,951,498
3113800,Carmésia,MG,193,140
3113909,Carmo da Cachoeira,MG,516,311
3114006,Carmo da Mata,MG,403,278
3114105,Carmo de Minas,MG,348,152
3114204,Carmo do Cajuru,MG,1032,623
3114303,Carmo do Paranaíba,MG,1544,1184
3114402,Carmo do Rio Claro,MG,1632,1279
3114501,Carmópolis de Minas,MG,840,691
3114550,Carneirinho,MG,683,374
3114600,Carrancas,MG,226,133
3114709,Carvalhópolis,MG,414,367
3114808,Carvalhos,MG,465,401
3114907,Casa Grande,MG,274,240
3115003,Cascalho Rico,MG,306,208
3115102,Cássia,MG,640,376
3115201,Conceição da Barra de Minas,MG,302,259
3115300,Cataguases,MG,698,527
3115359,Catas Altas,MG,126,58
3115409,Catas Altas da Noruega,MG,290,233
3115458,Catuji,MG,352,312
3115474,Catuti,MG,565,318
3115508,Caxambu,MG,99,51
3115607,Cedro do Abaeté,MG,124,87
3115706,Central de Minas,MG,329,251
3115805,Centralina,MG,165,79
3115904,Chácara,MG,173,112
3116001,Chalé,MG,741,582
3116100,Chapada do Norte,MG,2262,1534
3116159,Chapada Gaúcha,MG,955,671
3116209,Chiador,MG,224,144
3116308,Cipotânea,MG,757,702
3116407,Claraval,MG,606,442
3116506,Claro dos Poções,MG,842,706
3116605,Cláudio,MG,1257,776
3116704,Coimbra,MG,431,337
3116803,Coluna,MG,598,410
3116902,Comendador Gomes,MG,498,282
3117009,Comercinho,MG,1219,1092
3117108,Conceição da Aparecida,MG,1355,1055
3117207,Conceição das Pedras,MG,318,253
3117306,Conceição das Alagoas,MG,465,253
3117405,Conceição de Ipanema,MG,795,616
3117504,Conceição do Mato Dentro,MG,1397,922
3117603,Conceição do Pará,MG,447,263
3117702,Conceição do Rio Verde,MG,371,251
3117801,Conceição dos Ouros,MG,367,237
3117836,Cônego Marinho,MG,838,717
3117876,Confins,MG,8,5
3117900,Congonhal,MG,872,732
3118007,Congonhas,MG,107,57
3118106,Congonhas do Norte,MG,350,288
3118205,Conquista,MG,233,123
3118304,Conselheiro Lafaiete,MG,375,223
3118403,Conselheiro Pena,MG,1386,964
3118502,Consolação,MG,314,236
3118601,Contagem,MG,94,55
3118700,Coqueiral,MG,909,599
3118809,Coração de Jesus,MG,2688,2223
3118908,Cordisburgo,MG,510,301
3119005,Cordislândia,MG,147,73
3119104,Corinto,MG,582,386
3119203,Coroaci,MG,670,467
3119302,Coromandel,MG,2008,1254
3119401,Coronel Fabriciano,MG,183,116
3119500,Coronel Murta,MG,832,564
3119609,Coronel Pacheco,MG,133,76
3119708,Coronel Xavier Chaves,MG,182,151
3119807,Córrego Danta,MG,658,387
3119906,Córrego do Bom Jesus,MG,297,218
3119955,Córrego Fundo,MG,154,113
3120003,Córrego Novo,MG,304,287
3120102,Couto de Magalhães de Minas,MG,155,81
3120151,Crisólita,MG,584,463
3120201,Cristais,MG,911,637
3120300,Cristália,MG,739,644
3120409,Cristiano Otoni,MG,141,101
3120508,Cristina,MG,672,559
3120607,Crucilândia,MG,562,325
3120706,Cruzeiro da Fortaleza,MG,221,145
3120805,Cruzília,MG,549,341
3120839,Cuparaque,MG,277,170
3120870,Curral de Dentro,MG,440,301
3120904,Curvelo,MG,1093,645
3121001,Datas,MG,217,161
3121100,Delfim Moreira,MG,509,367
3121209,Delfinópolis,MG,536,277
3121258,Delta,MG,70,37
3121308,Descoberto,MG,306,207
3121407,Desterro de Entre Rios,MG,1123,847
3121506,Desterro do Melo,MG,391,357
3121605,Diamantina,MG,892,517
3121704,Diogo de Vasconcelos,MG,627,507
3121803,Dionísio,MG,468,320
3121902,Divinésia,MG,237,158
3122009,Divino,MG,2284,1884
3122108,Divino das Laranjeiras,MG,276,180
3122207,Divinolândia de Minas,MG,229,157
3122306,Divinópolis,MG,1627,1054
3122355,Divisa Alegre,MG,96,77
3122405,Divisa Nova,MG,420,330
3122454,Divisópolis,MG,539,309
3122470,Dom Bosco,MG,374,309
3122504,Dom Cavati,MG,155,126
3122603,Dom Joaquim,MG,241,121
3122702,Dom Silvério,MG,327,209
3122801,Dom Viçoso,MG,239,169
3122900,Dona Euzébia,MG,231,165
3123007,Dores de Campos,MG,156,123
3123106,Dores de Guanhães,MG,384,275
3123205,Dores do Indaiá,MG,643,338
3123304,Dores do Turvo,MG,383,256
3123403,Doresópolis,MG,151,124
3123502,Douradoquara,MG,231,168
3123528,Durandé,MG,653,528
3123601,Elói Mendes,MG,1059,741
3123700,Engenheiro Caldas,MG,253,168
3123809,Engenheiro Navarro,MG,472,354
3123858,Entre Folhas,MG,332,279
3123908,Entre Rios de Minas,MG,897,680
3124005,Ervália,MG,1936,1609
3124104,Esmeraldas,MG,961,338
3124203,Espera Feliz,MG,1552,971
3124302,Espinosa,MG,2988,2205
3124401,Espírito Santo do Dourado,MG,695,542
3124500,Estiva,MG,1572,1332
3124609,Estrela Dalva,MG,123,68
3124708,Estrela do Indaiá,MG,442,188
3124807,Estrela do Sul,MG,577,373
3124906,Eugenópolis,MG,938,733
3125002,Ewbank da Câmara,MG,52,26
3125101,Extrema,MG,526,340
3125200,Fama,MG,176,111
3125309,Faria Lemos,MG,235,166
3125408,Felício dos Santos,MG,827,622
3125507,São Gonçalo do Rio Preto,MG,243,173
3125606,Felisburgo,MG,381,264
3125705,Felixlândia,MG,602,437
3125804,Fernandes Tourinho,MG,158,99
3125903,Ferros,MG,1047,744
3125952,Fervedouro,MG,1258,1065
3126000,Florestal,MG,247,166
3126109,Formiga,MG,1616,1164
3126208,Formoso,MG,723,433
3126307,Fortaleza de Minas,MG,388,259
3126406,Fortuna de Minas,MG,193,109
3126505,Francisco Badaró,MG,1384,1165
3126604,Francisco Dumont,MG,349,262
3126703,Francisco Sá,MG,2354,1487
3126752,Franciscópolis,MG,643,449
3126802,Frei Gaspar,MG,443,303
3126901,Frei Inocêncio,MG,283,151
3126950,Frei Lagonegro,MG,401,308
3127008,Fronteira,MG,314,241
3127057,Fronteira dos Vales,MG,345,301
3127073,Fruta de Leite,MG,722,571
3127107,Frutal,MG,1918,1245
3127206,Funilândia,MG,129,58
3127305,Galiléia,MG,486,261
3127339,Gameleiras,MG,944,769
3127354,Glaucilândia,MG,416,303
3127370,Goiabeira,MG,183,158
3127388,Goianá,MG,192,118
3127404,Gonçalves,MG,529,374
3127503,Gonzaga,MG,415,353
3127602,Gouveia,MG,466,332
3127701,Governador Valadares,MG,1710,1117
3127800,Grão Mogol,MG,1948,1404
3127909,Grupiara,MG,82,59
3128006,Guanhães,MG,976,529
3128105,Guapé,MG,1594,1227
3128204,Guaraciaba,MG,1209,982
3128253,Guaraciama,MG,593,417
3128303,Guaranésia,MG,563,411
3128402,Guarani,MG,485,293
3128501,Guarará,MG,119,64
3128600,Guarda-Mor,MG,784,486
3128709,Guaxupé,MG,422,233
3128808,Guidoval,MG,392,336
3128907,Guimarânia,MG,540,404
3129004,Guiricema,MG,1248,948
3129103,Gurinhatã,MG,1048,607
3129202,Heliodora,MG,561,398
3129301,Iapu,MG,891,680
3129400,Ibertioga,MG,239,164
3129509,Ibiá,MG,819,501
3129608,Ibiaí,MG,348,262
3129657,Ibiracatu,MG,485,375
3129707,Ibiraci,MG,948,577
3129806,Ibirité,MG,75,42
3129905,Ibitiúra de Minas,MG,383,372
3130002,Ibituruna,MG,172,129
3130051,Icaraí de Minas,MG,1161,882
3130101,Igarapé,MG,174,108
3130200,Igaratinga,MG,448,373
3130309,Iguatama,MG,460,323
3130408,Ijaci,MG,122,95
3130507,Ilicínea,MG,1042,791
3130556,Imbé de Minas,MG,1064,918
3130606,Inconfidentes,MG,870,776
3130655,Indaiabira,MG,1265,1047
3130705,Indianópolis,MG,433,276
3130804,Ingaí,MG,236,142
3130903,Inhapim,MG,2509,1990
3131000,Inhaúma,MG,183,78
3131109,Inimutaba,MG,254,28
3131158,Ipaba,MG,140,115
3131208,Ipanema,MG,939,757
3131307,Ipatinga,MG,114,62
3131406,Ipiaçu,MG,152,66
3131505,Ipuiúna,MG,461,372
3131604,Iraí de Minas,MG,507,396
3131703,Itabira,MG,1665,854
3131802,Itabirinha,MG,609,466
3131901,Itabirito,MG,242,102
3132008,Itacambira,MG,663,574
3132107,Itacarambi,MG,558,424
3132206,Itaguara,MG,911,767
3132305,Itaipé,MG,1180,982
3132404,Itajubá,MG,784,466
3132503,Itamarandiba,MG,2426,1768
3132602,Itamarati de Minas,MG,445,407
3132701,Itambacuri,MG,1491,934
3132800,Itambé do Mato Dentro,MG,443,267
3132909,Itamogi,MG,793,652
3133006,Itamonte,MG,559,459
3133105,Itanhandu,MG,265,193
3133204,Itanhomi,MG,594,452
3133303,Itaobim,MG,897,731
3133402,Itapagipe,MG,1374,994
3133501,Itapecerica,MG,1202,875
3133600,Itapeva,MG,498,343
3133709,Itatiaiuçu,MG,236,161
3133758,Itaú de Minas,MG,147,114
3133808,Itaúna,MG,618,417
3133907,Itaverava,MG,339,282
3134004,Itinga,MG,1230,1039
3134103,Itueta,MG,757,481
3134202,Ituiutaba,MG,1465,768
3134301,Itumirim,MG,348,248
3134400,Iturama,MG,558,276
3134509,Itutinga,MG,288,207
3134608,Jaboticatubas,MG,736,503
3134707,Jacinto,MG,757,619
3134806,Jacuí,MG,1075,862
3134905,Jacutinga,MG,953,742
3135001,Jaguaraçu,MG,114,70
3135050,Jaíba,MG,2620,1863
3135076,Jampruca,MG,472,258
3135100,Janaúba,MG,1585,1054
3135209,Januária,MG,3418,2714
3135308,Japaraíba,MG,181,137
3135357,Japonvar,MG,1033,843
3135407,Jeceaba,MG,429,349
3135456,Jenipapo de Minas,MG,697,557
3135506,Jequeri,MG,1253,1023
3135605,Jequitaí,MG,415,358
3135704,Jequitibá,MG,419,254
3135803,Jequitinhonha,MG,1734,1174
3135902,Jesuânia,MG,380,278
3136009,Joaíma,MG,915,645
3136108,Joanésia,MG,610,435
3136207,João Monlevade,MG,90,62
3136306,João Pinheiro,MG,2634,1664
3136405,Joaquim Felício,MG,279,202
3136504,Jordânia,MG,611,504
3136520,José Gonçalves de Minas,MG,601,385
3136553,José Raydan,MG,319,247
3136579,Josenópolis,MG,670,521
3136603,Nova União,MG,490,364
3136652,Juatuba,MG,42,18
3136702,Juiz de Fora,MG,1049,564
3136801,Juramento,MG,319,176
3136900,Juruaia,MG,1177,912
3136959,Juvenília,MG,445,322
3137007,Ladainha,MG,2181,1749
3137106,Lagamar,MG,917,701
3137205,Lagoa da Prata,MG,360,232
3137304,Lagoa dos Patos,MG,481,327
3137403,Lagoa Dourada,MG,714,483
3137502,Lagoa Formosa,MG,1464,1203
3137536,Lagoa Grande,MG,697,499
3137601,Lagoa Santa,MG,116,34
3137700,Lajinha,MG,1867,1552
3137809,Lambari,MG,1300,1100
3137908,Lamim,MG,351,257
3138005,Laranjal,MG,704,650
3138104,Lassance,MG,647,471
3138203,Lavras,MG,808,522
3138302,Leandro Ferreira,MG,265,143
3138351,Leme do Prado,MG,327,198
3138401,Leopoldina,MG,1320,737
