ibge7,municipio,uf,domicilios_total,domicilios_com_internet
2918605,Jussiape,BA,2533,2189
2918704,Lafaiete Coutinho,BA,1602,1263
2918753,Lagoa Real,BA,4372,3534
2918803,Laje,BA,7519,5703
2918902,Lajedão,BA,1489,1132
2919009,Lajedinho,BA,1277,944
2919058,Lajedo do Tabocal,BA,2735,1980
2919108,Lamarão,BA,3131,2150
2919157,Lapão,BA,8704,6191
2919207,Lauro de Freitas,BA,75297,68932
2919306,Lençóis,BA,3913,3072
2919405,Licínio de Almeida,BA,4014,3302
2919504,Livramento de Nossa Senhora,BA,14711,12169
2919553,Luís Eduardo Magalhães,BA,36303,34051
2919603,Macajuba,BA,3883,2508
2919702,Macarani,BA,7237,4971
2919801,Macaúbas,BA,14092,10705
2919900,Macururé,BA,2437,1626
2919926,Madre de Deus,BA,6740,5938
2919959,Maetinga,BA,2438,1725
2920007,Maiquinique,BA,3174,2381
2920106,Mairi,BA,6376,4633
2920205,Malhada,BA,4808,3096
2920304,Malhada de Pedras,BA,2989,2437
2920403,Manoel Vitorino,BA,4824,3933
2920452,Mansidão,BA,3567,2356
2920502,Maracás,BA,9988,7843
2920601,Maragogipe,BA,12959,9281
2920700,Maraú,BA,8582,6747
2920809,Marcionílio Souza,BA,3241,2225
2920908,Mascote,BA,4801,3526
2921005,Mata de São João,BA,15328,12492
2921054,Matina,BA,3231,2477
2921104,Medeiros Neto,BA,8478,6791
2921203,Miguel Calmon,BA,9293,6295
2921302,Milagres,BA,3989,2892
2921401,Mirangaba,BA,5573,3539
2921450,Mirante,BA,3450,2651
2921500,Monte Santo,BA,16918,11376
2921609,Morpará,BA,2762,1926
2921708,Morro do Chapéu,BA,11897,8928
2921807,Mortugaba,BA,3845,2955
2921906,Mucugê,BA,4226,3461
2922003,Mucuri,BA,13392,10806
2922052,Mulungu do Morro,BA,4503,3102
2922102,Mundo Novo,BA,6440,4155
2922201,Muniz Ferreira,BA,2772,2168
2922250,Muquém do São Francisco,BA,3367,2471
2922300,Muritiba,BA,9996,8050
2922409,Mutuípe,BA,7460,5644
2922508,Nazaré,BA,9971,7873
2922607,Nilo Peçanha,BA,4288,3075
2922656,Nordestina,BA,5711,3538
2922706,Nova Canaã,BA,4994,3696
2922730,Nova Fátima,BA,3052,2445
2922755,Nova Ibiá,BA,2402,1668
2922805,Nova Itarana,BA,2656,2039
2922854,Nova Redenção,BA,2640,1825
2922904,Nova Soure,BA,8676,5542
2923001,Nova Viçosa,BA,13663,10452
2923035,Novo Horizonte,BA,3793,3290
2923050,Novo Triunfo,BA,3257,2047
2923100,Olindina,BA,8342,5981
2923209,Oliveira dos Brejinhos,BA,7540,5557
2923308,Ouriçangas,BA,2787,1818
2923357,Ourolândia,BA,6088,4135
2923407,Palmas de Monte Alto,BA,6782,4606
2923506,Palmeiras,BA,3587,3053
2923605,Paramirim,BA,6757,5370
2923704,Paratinga,BA,9010,7089
2923803,Paripiranga,BA,9667,6791
2923902,Pau Brasil,BA,3298,2310
2924009,Paulo Afonso,BA,38803,33193
2924058,Pé de Serra,BA,4877,3869
2924108,Pedrão,BA,2109,1477
2924207,Pedro Alexandre,BA,4720,2567
2924306,Piatã,BA,6539,5476
2924405,Pilão Arcado,BA,10739,6611
2924504,Pindaí,BA,5019,3934
2924603,Pindobaçu,BA,6750,5100
2924652,Pintadas,BA,3573,2687
2924678,Piraí do Norte,BA,3229,2103
2924702,Piripá,BA,3256,2590
2924801,Piritiba,BA,6596,4649
2924900,Planaltino,BA,2922,1941
2925006,Planalto,BA,8322,6496
2925105,Poções,BA,16857,12905
2925204,Pojuca,BA,11842,9650
2925253,Ponto Novo,BA,6292,4257
2925303,Porto Seguro,BA,60282,53035
2925402,Potiraguá,BA,3343,2686
2925501,Prado,BA,11443,8920
2925600,Presidente Dutra,BA,5402,3812
2925709,Presidente Jânio Quadros,BA,4431,3311
2925758,Presidente Tancredo Neves,BA,9561,6849
2925808,Queimadas,BA,9042,6317
2925907,Quijingue,BA,8782,6296
2925931,Quixabeira,BA,3614,2630
2925956,Rafael Jambeiro,BA,6637,4306
2926004,Remanso,BA,13319,9318
2926103,Retirolândia,BA,4963,3989
2926202,Riachão das Neves,BA,7161,5125
2926301,Riachão do Jacuípe,BA,12510,9766
2926400,Riacho de Santana,BA,10115,7673
2926509,Ribeira do Amparo,BA,4817,3901
2926608,Ribeira do Pombal,BA,19291,15190
2926657,Ribeirão do Largo,BA,3318,2275
2926707,Rio de Contas,BA,4560,3822
2926806,Rio do Antônio,BA,4603,3470
2926905,Rio do Pires,BA,3499,2868
2927002,Rio Real,BA,12656,9330
2927101,Rodelas,BA,3193,2557
2927200,Ruy Barbosa,BA,10158,7069
2927309,Salinas da Margarida,BA,5328,4404
2927408,Salvador,BA,958731,846760
2927507,Santa Bárbara,BA,7263,5279
2927606,Santa Brígida,BA,5251,3423
2927705,Santa Cruz Cabrália,BA,10405,8531
2927804,Santa Cruz da Vitória,BA,1688,1358
2927903,Santa Inês,BA,3600,2629
2928000,Santaluz,BA,13467,10749
2928059,Santa Luzia,BA,4723,2799
2928109,Santa Maria da Vitória,BA,13242,9989
2928208,Santana,BA,8382,5809
2928307,Santanópolis,BA,3033,2197
2928406,Santa Rita de Cássia,BA,9141,6439
2928505,Santa Terezinha,BA,4014,2776
2928604,Santo Amaro,BA,20693,16445
2928703,Santo Antônio de Jesus,BA,38247,33336
2928802,Santo Estêvão,BA,17404,14016
2928901,São Desidério,BA,10460,7808
2928950,São Domingos,BA,3321,2768
2929008,São Félix,BA,3926,3170
2929057,São Félix do Coribe,BA,5272,4463
2929107,São Felipe,BA,7332,5224
2929206,São Francisco do Conde,BA,14011,11899
2929255,São Gabriel,BA,6398,4440
2929305,São Gonçalo dos Campos,BA,13394,11114
2929354,São José da Vitória,BA,2060,1420
2929370,São José do Jacuípe,BA,3814,2908
2929404,São Miguel das Matas,BA,3817,2669
2929503,São Sebastião do Passé,BA,15128,11774
2929602,Sapeaçu,BA,6356,4928
2929701,Sátiro Dias,BA,5680,4426
2929750,Saubara,BA,4433,3232
2929800,Saúde,BA,3961,2699
2929909,Seabra,BA,15885,12324
2930006,Sebastião Laranjeiras,BA,3181,2605
2930105,Senhor do Bonfim,BA,26900,21647
2930154,Serra do Ramalho,BA,11323,8911
2930204,Sento Sé,BA,11727,8599
2930303,Serra Dourada,BA,5896,4479
2930402,Serra Preta,BA,5832,4465
2930501,Serrinha,BA,28892,23820
2930600,Serrolândia,BA,5186,3858
2930709,Simões Filho,BA,42111,36154
2930758,Sítio do Mato,BA,3997,2959
2930766,Sítio do Quinto,BA,5120,3394
2930774,Sobradinho,BA,8348,6799
2930808,Souto Soares,BA,5708,4101
2930907,Tabocas do Brejo Velho,BA,3923,2786
2931004,Tanhaçu,BA,7312,5940
2931053,Tanque Novo,BA,5503,3552
2931103,Tanquinho,BA,2596,1865
2931202,Taperoá,BA,6323,4533
2931301,Tapiramutá,BA,5101,3555
2931350,Teixeira de Freitas,BA,52473,44180
2931400,Teodoro Sampaio,BA,2608,1960
2931509,Teofilândia,BA,7363,5475
2931608,Teolândia,BA,4733,3286
2931707,Terra Nova,BA,3793,2834
2931806,Tremedal,BA,5886,4199
2931905,Tucano,BA,17375,12874
2932002,Uauá,BA,8759,6828
2932101,Ubaíra,BA,6847,4836
2932200,Ubaitaba,BA,6495,4781
2932309,Ubatã,BA,5867,4618
2932408,Uibaí,BA,4876,3596
2932457,Umburanas,BA,4483,3338
2932507,Una,BA,6937,4498
2932606,Urandi,BA,5136,4011
2932705,Uruçuca,BA,7850,5866
2932804,Utinga,BA,5918,3850
2932903,Valença,BA,32299,25059
2933000,Valente,BA,9062,7496
2933059,Várzea da Roça,BA,5031,3626
2933109,Várzea do Poço,BA,3221,2330
2933158,Várzea Nova,BA,4862,3590
2933174,Varzedo,BA,3620,2277
2933208,Vera Cruz,BA,16546,12858
2933257,Vereda,BA,2254,1862
2933307,Vitória da Conquista,BA,129080,115073
2933406,Wagner,BA,3281,2304
2933455,Wanderley,BA,4249,3114
2933505,Wenceslau Guimarães,BA,8316,5374
2933604,Xique-Xique,BA,13526,9429
3100104,Abadia dos Dourados,MG,2577,1831
3100203,Abaeté,MG,8994,7034
3100302,Abre Campo,MG,4896,3946
3100401,Acaiaca,MG,1507,1059
3100500,Açucena,MG,3287,2480
3100609,Água Boa,MG,4467,2877
3100708,Água Comprida,MG,822,722
3100807,Aguanil,MG,1622,1312
3100906,Águas Formosas,MG,6598,4841
3101003,Águas Vermelhas,MG,4182,3107
3101102,Aimorés,MG,9544,8210
3101201,Aiuruoca,MG,2483,1998
3101300,Alagoa,MG,1024,731
3101409,Albertina,MG,1036,825
3101508,Além Paraíba,MG,11705,10112
3101607,Alfenas,MG,29149,25859
3101631,Alfredo Vasconcelos,MG,2464,2161
3101706,Almenara,MG,14464,10609
3101805,Alpercata,MG,2753,2276
3101904,Alpinópolis,MG,6595,5684
3102001,Alterosa,MG,5281,4164
3102050,Alto Caparaó,MG,2175,1862
3102100,Alto Rio Doce,MG,3990,2688
3102209,Alvarenga,MG,1542,1239
3102308,Alvinópolis,MG,5592,4320
3102407,Alvorada de Minas,MG,1367,923
3102506,Amparo do Serra,MG,1576,1182
3102605,Andradas,MG,15148,13133
3102704,Cachoeira de Pajeú,MG,2922,1887
3102803,Andrelândia,MG,4523,3376
3102852,Angelândia,MG,2609,2167
3102902,Antônio Carlos,MG,4073,3031
3103009,Antônio Dias,MG,3218,2404
3103108,Antônio Prado de Minas,MG,599,466
3103207,Araçaí,MG,825,593
3103306,Aracitaba,MG,853,640
3103405,Araçuaí,MG,12191,8994
3103504,Araguari,MG,44090,38803
3103603,Arantina,MG,1112,952
3103702,Araponga,MG,2861,1971
3103751,Araporã,MG,2879,2613
3103801,Arapuá,MG,1045,850
3103900,Araújos,MG,3355,2793
3104007,Araxá,MG,40296,37170
3104106,Arceburgo,MG,3364,2948
3104205,Arcos,MG,15070,13318
3104304,Areado,MG,5100,4172
3104403,Argirita,MG,1011,779
3104452,Aricanduva,MG,1675,1132
3104502,Arinos,MG,6153,4834
3104601,Astolfo Dutra,MG,5174,4447
3104700,Ataléia,MG,4952,3462
3104809,Augusto de Lima,MG,1707,1311
3104908,Baependi,MG,6789,5302
3105004,Baldim,MG,2980,2270
3105103,Bambuí,MG,9596,7968
3105202,Bandeira,MG,1753,1255
3105301,Bandeira do Sul,MG,2230,1880
3105400,Barão de Cocais,MG,10625,9033
3105509,Barão do Monte Alto,MG,1897,1534
3105608,Barbacena,MG,46652,39723
3105707,Barra Longa,MG,2016,1479
3105905,Barroso,MG,7291,6106
3106002,Bela Vista de Minas,MG,3592,2934
3106101,Belmiro Braga,MG,1172,978
3106200,Belo Horizonte,MG,889242,815713
3106309,Belo Oriente,MG,8084,7106
3106408,Belo Vale,MG,3246,2312
3106507,Berilo,MG,3572,2579
3106606,Bertópolis,MG,1503,860
3106655,Berizal,MG,1394,993
3106705,Betim,MG,146850,132708
3106804,Bias Fortes,MG,1275,721
3106903,Bicas,MG,5461,4647
3107000,Biquinhas,MG,1027,807
3107109,Boa Esperança,MG,13798,11584
3107208,Bocaina de Minas,MG,2211,1880
3107307,Bocaiúva,MG,16828,13240
3107406,Bom Despacho,MG,19156,16859
3107505,Bom Jardim de Minas,MG,2682,2114
3107604,Bom Jesus da Penha,MG,1644,1303
3107703,Bom Jesus do Amparo,MG,1972,1524
3107802,Bom Jesus do Galho,MG,5560,4271
3107901,Bom Repouso,MG,4472,3592
3108008,Bom Sucesso,MG,6371,4920
3108107,Bonfim,MG,3054,2269
3108206,Bonfinópolis de Minas,MG,2096,1654
3108255,Bonito de Minas,MG,3043,1462
3108305,Borda da Mata,MG,6665,5649
3108404,Botelhos,MG,5605,4415
3108503,Botumirim,MG,2084,1328
3108552,Brasilândia de Minas,MG,5256,4468
3108602,Brasília de Minas,MG,10749,8005
3108701,Brás Pires,MG,1636,1170
3108800,Braúnas,MG,1605,1222
3108909,Brazópolis,MG,5446,4616
3109006,Brumadinho,MG,13842,12144
3109105,Bueno Brandão,MG,4201,3581
3109204,Buenópolis,MG,3412,2782
3109253,Bugre,MG,1439,1314
3109303,Buritis,MG,8738,6884
3109402,Buritizeiro,MG,8163,6686
3109451,Cabeceira Grande,MG,2602,2197
3109501,Cabo Verde,MG,4201,3272
3109600,Cachoeira da Prata,MG,1378,1162
3109709,Cachoeira de Minas,MG,4365,3550
3109808,Cachoeira Dourada,MG,867,726
3109907,Caetanópolis,MG,4215,3501
3110004,Caeté,MG,13574,11284
3110103,Caiana,MG,1981,1575
3110202,Cajuri,MG,1433,1124
3110301,Caldas,MG,5721,4655
3110400,Camacho,MG,1051,760
3110509,Camanducaia,MG,9664,8225
3110608,Cambuí,MG,11325,10094
3110707,Cambuquira,MG,4593,3804
3110806,Campanário,MG,1087,804
3110905,Campanha,MG,5705,4786
3111002,Campestre,MG,7842,5856
3111101,Campina Verde,MG,7308,5873
3111150,Campo Azul,MG,1267,845
3111200,Campo Belo,MG,19818,16674
3111309,Campo do Meio,MG,4071,3262
3111408,Campo Florido,MG,3026,2673
3111507,Campos Altos,MG,4680,3935
3111606,Campos Gerais,MG,9478,7485
3111705,Canaã,MG,1705,1277
3111804,Canápolis,MG,4036,3464
3111903,Cana Verde,MG,1941,1510
3112000,Candeias,MG,5419,4178
3112059,Cantagalo,MG,1387,1021
3112109,Caparaó,MG,1852,1458
3112208,Capela Nova,MG,1669,1206
3112307,Capelinha,MG,14152,11641
3112406,Capetinga,MG,2384,1918
3112505,Capim Branco,MG,3596,2912
3112604,Capinópolis,MG,5582,4674
3112653,Capitão Andrade,MG,1792,1493
3112703,Capitão Enéas,MG,4569,3413
3112802,Capitólio,MG,3885,3592
3112901,Caputira,MG,3090,2608
3113008,Caraí,MG,6864,4299
3113107,Caranaíba,MG,1047,815
3113206,Carandaí,MG,8203,7002
3113305,Carangola,MG,12172,9647
3113404,Caratinga,MG,32662,29134
3113503,Carbonita,MG,3419,2691
3113602,Careaçu,MG,2435,2031
3113701,Carlos Chagas,MG,7126,5583
3113800,Carmésia,MG,910,704
3113909,Carmo da Cachoeira,MG,3944,3160
3114006,Carmo da Mata,MG,4252,3127
3114105,Carmo de Minas,MG,4641,3769
3114204,Carmo do Cajuru,MG,8660,7211
3114303,Carmo do Paranaíba,MG,11026,9242
3114402,Carmo do Rio Claro,MG,7946,6575
3114501,Carmópolis de Minas,MG,6348,5009
3114550,Carneirinho,MG,3744,3308
3114600,Carrancas,MG,1504,1158
3114709,Carvalhópolis,MG,1220,1041
3114808,Carvalhos,MG,1687,1244
3114907,Casa Grande,MG,765,613
3115003,Cascalho Rico,MG,1058,882
3115102,Cássia,MG,6408,5277
3115201,Conceição da Barra de Minas,MG,1324,988
3115300,Cataguases,MG,25387,22052
3115359,Catas Altas,MG,1988,1690
3115409,Catas Altas da Noruega,MG,1092,734
3115458,Catuji,MG,2487,1815
3115474,Catuti,MG,1712,1246
3115508,Caxambu,MG,8122,7122
3115607,Cedro do Abaeté,MG,449,305
3115706,Central de Minas,MG,2502,1860
3115805,Centralina,MG,3745,2915
3115904,Chácara,MG,1204,914
3116001,Chalé,MG,2227,1903
3116100,Chapada do Norte,MG,3475,2411
3116159,Chapada Gaúcha,MG,3895,3173
3116209,Chiador,MG,1038,734
3116308,Cipotânea,MG,2042,1276
3116407,Claraval,MG,1661,1431
3116506,Claro dos Poções,MG,2797,1972
3116605,Cláudio,MG,10798,9228
3116704,Coimbra,MG,2833,2209
3116803,Coluna,MG,2981,2279
3116902,Comendador Gomes,MG,1083,886
3117009,Comercinho,MG,2538,1497
3117108,Conceição da Aparecida,MG,3804,3124
3117207,Conceição das Pedras,MG,1019,834
3117306,Conceição das Alagoas,MG,9886,8520
3117405,Conceição de Ipanema,MG,1681,1390
3117504,Conceição do Mato Dentro,MG,7961,5546
3117603,Conceição do Pará,MG,2067,1753
3117702,Conceição do Rio Verde,MG,4564,3625
3117801,Conceição dos Ouros,MG,3966,3490
3117836,Cônego Marinho,MG,2371,1571
3117876,Confins,MG,2497,2152
3117900,Congonhal,MG,4162,3437
3118007,Congonhas,MG,17996,16169
3118106,Congonhas do Norte,MG,1722,1030
3118205,Conquista,MG,2574,2171
3118304,Conselheiro Lafaiete,MG,47586,42538
3118403,Conselheiro Pena,MG,8000,6898
3118502,Consolação,MG,621,462
3118601,Contagem,MG,228695,205734
3118700,Coqueiral,MG,3240,2654
3118809,Coração de Jesus,MG,9272,7007
3118908,Cordisburgo,MG,2965,2287
3119005,Cordislândia,MG,1147,869
3119104,Corinto,MG,8652,6652
3119203,Coroaci,MG,3299,2625
3119302,Coromandel,MG,11468,9313
3119401,Coronel Fabriciano,MG,38388,34408
3119500,Coronel Murta,MG,2880,1887
3119609,Coronel Pacheco,MG,987,792
3119708,Coronel Xavier Chaves,MG,1262,994
3119807,Córrego Danta,MG,1197,905
3119906,Córrego do Bom Jesus,MG,1689,1384
3119955,Córrego Fundo,MG,2196,1793
3120003,Córrego Novo,MG,1070,758
3120102,Couto de Magalhães de Minas,MG,1481,1155
3120151,Crisólita,MG,1890,1144
3120201,Cristais,MG,4497,3753
3120300,Cristália,MG,1722,1168
3120409,Cristiano Otoni,MG,1621,1333
3120508,Cristina,MG,3672,3046
3120607,Crucilândia,MG,2119,1468
3120706,Cruzeiro da Fortaleza,MG,1245,1004
3120805,Cruzília,MG,5765,4676
3120839,Cuparaque,MG,1608,1406
3120870,Curral de Dentro,MG,2442,1700
3120904,Curvelo,MG,29784,25099
3121001,Datas,MG,1818,1303
3121100,Delfim Moreira,MG,2980,2283
3121209,Delfinópolis,MG,2988,2450
3121258,Delta,MG,3532,3078
3121308,Descoberto,MG,1821,1416
3121407,Desterro de Entre Rios,MG,2998,1936
3121506,Desterro do Melo,MG,1149,629
3121605,Diamantina,MG,16824,14139
3121704,Diogo de Vasconcelos,MG,1396,952
3121803,Dionísio,MG,2591,1920
3121902,Divinésia,MG,1582,1325
3122009,Divino,MG,7696,6059
3122108,Divino das Laranjeiras,MG,1648,1288
3122207,Divinolândia de Minas,MG,2305,1786
3122306,Divinópolis,MG,87052,76684
3122355,Divisa Alegre,MG,2175,1845
3122405,Divisa Nova,MG,2086,1666
3122454,Divisópolis,MG,3160,2240
3122470,Dom Bosco,MG,1406,1053
3122504,Dom Cavati,MG,1900,1627
3122603,Dom Joaquim,MG,1728,1172
3122702,Dom Silvério,MG,1974,1491
3122801,Dom Viçoso,MG,1174,949
3122900,Dona Euzébia,MG,2162,1839
3123007,Dores de Campos,MG,3675,3002
3123106,Dores de Guanhães,MG,1744,1301
3123205,Dores do Indaiá,MG,5245,4151
3123304,Dores do Turvo,MG,1890,1432
3123403,Doresópolis,MG,577,451
3123502,Douradoquara,MG,719,542
3123528,Durandé,MG,2735,2350
3123601,Elói Mendes,MG,9412,7485
3123700,Engenheiro Caldas,MG,4718,4244
3123809,Engenheiro Navarro,MG,2294,1726
3123858,Entre Folhas,MG,1932,1552
3123908,Entre Rios de Minas,MG,5464,4607
3124005,Ervália,MG,7668,6206
3124104,Esmeraldas,MG,30192,25923
3124203,Espera Feliz,MG,9320,7517
3124302,Espinosa,MG,10382,7790
3124401,Espírito Santo do Dourado,MG,2143,1754
3124500,Estiva,MG,4199,3392
3124609,Estrela Dalva,MG,862,658
3124708,Estrela do Indaiá,MG,1177,824
3124807,Estrela do Sul,MG,2660,2264
3124906,Eugenópolis,MG,4245,3655
3125002,Ewbank da Câmara,MG,1362,1171
3125101,Extrema,MG,18336,16678
3125200,Fama,MG,1003,795
3125309,Faria Lemos,MG,1188,950
3125408,Felício dos Santos,MG,1904,1303
3125507,São Gonçalo do Rio Preto,MG,1150,874
3125606,Felisburgo,MG,2332,1712
3125705,Felixlândia,MG,5373,4292
3125804,Fernandes Tourinho,MG,1114,914
3125903,Ferros,MG,3647,2228
3125952,Fervedouro,MG,3794,2673
3126000,Florestal,MG,3017,2593
3126109,Formiga,MG,26172,22848
3126208,Formoso,MG,2741,2017
3126307,Fortaleza de Minas,MG,1391,1034
3126406,Fortuna de Minas,MG,1124,899
3126505,Francisco Badaró,MG,2827,1922
3126604,Francisco Dumont,MG,1691,1239
3126703,Francisco Sá,MG,7980,5108
3126752,Franciscópolis,MG,1811,1336
3126802,Frei Gaspar,MG,2011,1447
3126901,Frei Inocêncio,MG,3017,2524
3126950,Frei Lagonegro,MG,1190,914
3127008,Fronteira,MG,5461,4549
3127057,Fronteira dos Vales,MG,1519,978
3127073,Fruta de Leite,MG,1614,792
3127107,Frutal,MG,23338,19888
3127206,Funilândia,MG,1708,1414
3127305,Galiléia,MG,2305,1861
3127339,Gameleiras,MG,1746,1082
3127354,Glaucilândia,MG,1081,851
3127370,Goiabeira,MG,1141,929
3127388,Goianá,MG,1563,1309
3127404,Gonçalves,MG,1824,1539
3127503,Gonzaga,MG,1798,1465
3127602,Gouveia,MG,3996,3077
3127701,Governador Valadares,MG,97785,88232
3127800,Grão Mogol,MG,4793,3275
3127909,Grupiara,MG,563,482
3128006,Guanhães,MG,11924,10031
3128105,Guapé,MG,5178,4261
3128204,Guaraciaba,MG,3522,2252
3128253,Guaraciama,MG,1858,1388
3128303,Guaranésia,MG,6869,6135
3128402,Guarani,MG,2869,2272
3128501,Guarará,MG,1150,950
3128600,Guarda-Mor,MG,2407,2055
3128709,Guaxupé,MG,19121,16853
3128808,Guidoval,MG,2765,2265
3128907,Guimarânia,MG,2922,2434
3129004,Guiricema,MG,3039,2188
3129103,Gurinhatã,MG,2140,1424
3129202,Heliodora,MG,2321,1819
3129301,Iapu,MG,4056,3209
3129400,Ibertioga,MG,1930,1333
3129509,Ibiá,MG,8378,6975
3129608,Ibiaí,MG,2208,1541
3129657,Ibiracatu,MG,1774,1252
3129707,Ibiraci,MG,3811,3336
3129806,Ibirité,MG,58769,51827
3129905,Ibitiúra de Minas,MG,1323,1078
3130002,Ibituruna,MG,967,728
3130051,Icaraí de Minas,MG,3278,2315
3130101,Igarapé,MG,15900,14026
3130200,Igaratinga,MG,3833,3243
3130309,Iguatama,MG,2707,2313
3130408,Ijaci,MG,2363,2023
3130507,Ilicínea,MG,4613,3821
3130556,Imbé de Minas,MG,2540,2149
3130606,Inconfidentes,MG,2763,2229
3130655,Indaiabira,MG,2160,1383
3130705,Indianópolis,MG,2264,1997
3130804,Ingaí,MG,936,774
3130903,Inhapim,MG,8623,6994
3131000,Inhaúma,MG,2232,1823
3131109,Inimutaba,MG,2767,2029
3131158,Ipaba,MG,5750,5065
3131208,Ipanema,MG,7564,6384
3131307,Ipatinga,MG,85696,78901
3131406,Ipiaçu,MG,1534,1284
3131505,Ipuiúna,MG,3345,2641
3131604,Iraí de Minas,MG,2495,2165
3131703,Itabira,MG,39749,35025
3131802,Itabirinha,MG,3914,3217
3131901,Itabirito,MG,18155,16252
3132008,Itacambira,MG,1457,741
3132107,Itacarambi,MG,5317,3823
3132206,Itaguara,MG,5200,4183
3132305,Itaipé,MG,3486,2358
3132404,Itajubá,MG,33642,30708
3132503,Itamarandiba,MG,11694,8892
3132602,Itamarati de Minas,MG,1385,1091
3132701,Itambacuri,MG,7410,5349
3132800,Itambé do Mato Dentro,MG,828,507
3132909,Itamogi,MG,4045,3344
3133006,Itamonte,MG,5289,4462
3133105,Itanhandu,MG,5497,4963
3133204,Itanhomi,MG,4292,3397
3133303,Itaobim,MG,6886,5134
3133402,Itapagipe,MG,5425,4563
3133501,Itapecerica,MG,7980,6535
3133600,Itapeva,MG,4450,3923
3133709,Itatiaiuçu,MG,4584,3644
3133758,Itaú de Minas,MG,5389,4764
3133808,Itaúna,MG,36785,32282
3133907,Itaverava,MG,1994,1386
3134004,Itinga,MG,4570,2791
3134103,Itueta,MG,2235,1883
3134202,Ituiutaba,MG,39944,33523
3134301,Itumirim,MG,2415,1734
3134400,Iturama,MG,14893,13155
3134509,Itutinga,MG,1631,1316
3134608,Jaboticatubas,MG,7710,5992
3134707,Jacinto,MG,4184,3245
3134806,Jacuí,MG,2816,2217
3134905,Jacutinga,MG,9049,8013
3135001,Jaguaraçu,MG,1119,956
3135050,Jaíba,MG,12119,9120
3135076,Jampruca,MG,1568,1061
3135100,Janaúba,MG,24273,19782
3135209,Januária,MG,21440,14860
3135308,Japaraíba,MG,1542,1290
3135357,Japonvar,MG,2860,1988
3135407,Jeceaba,MG,2262,1557
3135456,Jenipapo de Minas,MG,2083,1476
3135506,Jequeri,MG,4488,2562
3135605,Jequitaí,MG,2463,1821
3135704,Jequitibá,MG,2251,1686
3135803,Jequitinhonha,MG,8310,5778
3135902,Jesuânia,MG,1915,1449
3136009,Joaíma,MG,4674,2938
3136108,Joanésia,MG,1682,1186
3136207,João Monlevade,MG,29325,25847
3136306,João Pinheiro,MG,17075,14839
3136405,Joaquim Felício,MG,1459,1125
